date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
2020/1/22,World,0.0,0.0,557.0,17.0,,,,
2020/1/23,World,98.0,1.0,655.0,18.0,,,,
2020/1/24,World,286.0,8.0,941.0,26.0,,,,
2020/1/25,World,492.0,16.0,1433.0,42.0,,,,
2020/1/26,World,685.0,14.0,2118.0,56.0,,,,
2020/1/27,World,809.0,26.0,2927.0,82.0,,,,
2020/1/28,World,2651.0,49.0,5578.0,131.0,5021.0,114.0,,
2020/1/29,World,589.0,2.0,6167.0,133.0,5610.0,116.0,,
2020/1/30,World,2068.0,38.0,8235.0,171.0,7580.0,153.0,,
2020/1/31,World,1692.0,42.0,9927.0,213.0,8986.0,187.0,,
2020/2/1,World,2111.0,46.0,12038.0,259.0,10605.0,217.0,,
2020/2/2,World,4749.0,103.0,16787.0,362.0,14669.0,306.0,,
2020/2/3,World,3100.0,64.0,19887.0,426.0,16960.0,344.0,,
2020/2/4,World,4011.0,66.0,23898.0,492.0,18320.0,361.0,23341.0,475.0
2020/2/5,World,3745.0,72.0,27643.0,564.0,21476.0,431.0,27086.0,547.0
2020/2/6,World,3160.0,70.0,30803.0,634.0,22568.0,463.0,30148.0,616.0
2020/2/7,World,3593.0,85.0,34396.0,719.0,24469.0,506.0,33455.0,693.0
2020/2/8,World,2734.0,87.0,37130.0,806.0,25092.0,547.0,35697.0,764.0
2020/2/9,World,3030.0,100.0,40160.0,906.0,23373.0,544.0,38042.0,850.0
2020/2/10,World,2609.0,107.0,42769.0,1013.0,22882.0,587.0,39842.0,931.0
2020/2/11,World,2042.0,100.0,44811.0,1113.0,20913.0,621.0,39233.0,982.0
2020/2/12,World,418.0,5.0,45229.0,1118.0,17586.0,554.0,39062.0,985.0
2020/2/13,World,15153.0,253.0,60382.0,1371.0,29579.0,737.0,52147.0,1200.0
2020/2/14,World,6527.0,152.0,66909.0,1523.0,32513.0,804.0,56982.0,1310.0
2020/2/15,World,2143.0,143.0,69052.0,1666.0,31922.0,860.0,57014.0,1407.0
2020/2/16,World,2183.0,104.0,71235.0,1770.0,31075.0,864.0,54448.0,1408.0
2020/2/17,World,2035.0,98.0,73270.0,1868.0,30501.0,855.0,53383.0,1442.0
2020/2/18,World,1882.0,140.0,75152.0,2008.0,30341.0,895.0,51254.0,1516.0
2020/2/19,World,500.0,115.0,75652.0,2123.0,30423.0,1005.0,48009.0,1559.0
2020/2/20,World,560.0,125.0,76212.0,2248.0,15830.0,877.0,45409.0,1614.0
2020/2/21,World,629.0,4.0,76841.0,2252.0,9932.0,729.0,42445.0,1533.0
2020/2/22,World,1761.0,207.0,78602.0,2459.0,9550.0,793.0,41472.0,1653.0
2020/2/23,World,380.0,11.0,78982.0,2470.0,7747.0,700.0,38822.0,1564.0
2020/2/24,World,564.0,160.0,79546.0,2630.0,6276.0,762.0,36777.0,1617.0
2020/2/25,World,854.0,80.0,80400.0,2710.0,5248.0,702.0,35589.0,1597.0
2020/2/26,World,977.0,61.0,81377.0,2771.0,5725.0,648.0,36148.0,1653.0
2020/2/27,World,1360.0,43.0,82737.0,2814.0,6525.0,566.0,22355.0,1443.0
2020/2/28,World,1386.0,59.0,84123.0,2873.0,7282.0,621.0,17214.0,1350.0
2020/2/29,World,1891.0,69.0,86014.0,2942.0,7412.0,483.0,16962.0,1276.0
2020/3/1,World,2382.0,54.0,88396.0,2996.0,9414.0,526.0,17161.0,1226.0
2020/3/2,World,1986.0,89.0,90382.0,3085.0,10836.0,455.0,17112.0,1217.0
2020/3/3,World,2596.0,75.0,92978.0,3160.0,12578.0,450.0,17826.0,1152.0
2020/3/4,World,2310.0,95.0,95288.0,3255.0,13911.0,484.0,19636.0,1132.0
2020/3/5,World,2811.0,94.0,98099.0,3349.0,15362.0,535.0,21887.0,1101.0
2020/3/6,World,3915.0,112.0,102014.0,3461.0,17891.0,588.0,25173.0,1209.0
2020/3/7,World,4094.0,104.0,106108.0,3565.0,20094.0,623.0,27506.0,1106.0
2020/3/8,World,3949.0,240.0,110057.0,3805.0,21661.0,809.0,31075.0,1335.0
2020/3/9,World,4173.0,190.0,114230.0,3995.0,23848.0,910.0,34684.0,1365.0
2020/3/10,World,4824.0,274.0,119054.0,4269.0,26076.0,1109.0,38654.0,1559.0
2020/3/11,World,7667.0,344.0,126721.0,4613.0,31433.0,1358.0,45344.0,1842.0
2020/3/12,World,5795.0,307.0,132516.0,4920.0,34417.0,1571.0,49779.0,2106.0
2020/3/13,World,14380.0,497.0,146896.0,5417.0,44882.0,1956.0,62773.0,2544.0
2020/3/14,World,11092.0,420.0,157988.0,5837.0,51880.0,2272.0,71974.0,2895.0
2020/3/15,World,11275.0,638.0,169263.0,6475.0,59206.0,2670.0,80867.0,3479.0
2020/3/16,World,14799.0,683.0,184062.0,7158.0,69832.0,3163.0,93680.0,4073.0
2020/3/17,World,15962.0,817.0,200024.0,7975.0,80970.0,3706.0,107046.0,4815.0
2020/3/18,World,19586.0,912.0,219610.0,8887.0,92889.0,4274.0,124322.0,5632.0
2020/3/19,World,27095.0,1116.0,246705.0,10003.0,114189.0,5083.0,148606.0,6654.0
2020/3/20,World,30886.0,1489.0,277591.0,11492.0,130695.0,6075.0,175577.0,8031.0
2020/3/21,World,32135.0,1728.0,309726.0,13220.0,151738.0,7383.0,203618.0,9655.0
2020/3/22,World,35055.0,1693.0,344781.0,14913.0,175518.0,8438.0,234724.0,11108.0
2020/3/23,World,42771.0,1951.0,387552.0,16864.0,203490.0,9706.0,273322.0,12869.0
2020/3/24,World,41062.0,2292.0,428614.0,19156.0,228590.0,11181.0,309560.0,14887.0
2020/3/25,World,51038.0,2823.0,479652.0,21979.0,260042.0,13092.0,352931.0,17366.0
2020/3/26,World,62953.0,3038.0,542605.0,25017.0,295900.0,15014.0,410089.0,20097.0
2020/3/27,World,65100.0,3491.0,607705.0,28508.0,330114.0,17016.0,460809.0,23091.0
2020/3/28,World,67222.0,3771.0,674927.0,32279.0,365201.0,19059.0,516939.0,26442.0
2020/3/29,World,59463.0,3494.0,734390.0,35773.0,389609.0,20860.0,565127.0,29298.0
2020/3/30,World,65282.0,4091.0,799672.0,39864.0,412120.0,23000.0,615610.0,32706.0
2020/3/31,World,76841.0,4764.0,876513.0,44628.0,447899.0,25472.0,676489.0,36653.0
2020/4/1,World,83083.0,6005.0,959596.0,50633.0,479944.0,28654.0,739986.0,41746.0
2020/4/2,World,83018.0,5895.0,1042614.0,56528.0,500009.0,31511.0,795909.0,46525.0
2020/4/3,World,83758.0,6156.0,1126372.0,62684.0,518667.0,34176.0,848781.0,51192.0
2020/4/4,World,59165.0,5997.0,1185537.0,68681.0,510610.0,36402.0,875811.0,55461.0
2020/4/5,World,71401.0,5254.0,1256938.0,73935.0,522548.0,38162.0,912157.0,59022.0
2020/4/6,World,73391.0,5938.0,1330329.0,79873.0,530657.0,40009.0,942777.0,63009.0
2020/4/7,World,69869.0,8301.0,1400198.0,88174.0,523685.0,43546.0,971584.0,69018.0
2020/4/8,World,83393.0,6838.0,1483591.0,95012.0,523995.0,44379.0,1003939.0,73033.0
2020/4/9,World,86887.0,7877.0,1570478.0,102889.0,527864.0,46361.0,1027873.0,77872.0
2020/4/10,World,85393.0,7422.0,1655871.0,110311.0,529499.0,47627.0,1048166.0,81803.0
2020/4/11,World,74314.0,6274.0,1730185.0,116585.0,544648.0,47904.0,1055258.0,84306.0
2020/4/12,World,119931.0,5958.0,1850116.0,122543.0,593178.0,48608.0,1115726.0,86770.0
2020/4/13,World,70994.0,6022.0,1921110.0,128565.0,590781.0,48692.0,1121438.0,88701.0
2020/4/14,World,84275.0,7083.0,2005385.0,135648.0,605187.0,47474.0,1128872.0,91020.0
2020/4/15,World,77602.0,8567.0,2082987.0,144215.0,599396.0,49203.0,1123391.0,93582.0
2020/4/16,World,95485.0,7427.0,2178472.0,151642.0,607994.0,48753.0,1135858.0,95114.0
2020/4/17,World,88114.0,8528.0,2266586.0,160170.0,610715.0,49859.0,1140214.0,97486.0
2020/4/18,World,77155.0,6202.0,2343741.0,166372.0,613556.0,49787.0,1158204.0,97691.0
2020/4/19,World,76962.0,5357.0,2420703.0,171729.0,570587.0,49186.0,1163765.0,97794.0
2020/4/20,World,75550.0,6044.0,2496253.0,177773.0,575143.0,49208.0,1165924.0,97900.0
2020/4/21,World,75757.0,7387.0,2572010.0,185160.0,566625.0,49512.0,1171812.0,96986.0
2020/4/22,World,81345.0,7050.0,2653355.0,192210.0,570368.0,47995.0,1169764.0,97198.0
2020/4/23,World,84324.0,7011.0,2737679.0,199221.0,559207.0,47579.0,1167201.0,96332.0
2020/4/24,World,84173.0,6944.0,2821852.0,206165.0,555266.0,45995.0,1165981.0,95854.0
2020/4/25,World,82354.0,5863.0,2904206.0,212028.0,560465.0,45656.0,1174021.0,95443.0
2020/4/26,World,71345.0,4255.0,2975551.0,216283.0,554848.0,44554.0,1125435.0,93740.0
2020/4/27,World,70240.0,4984.0,3045791.0,221267.0,549538.0,43494.0,1124681.0,92702.0
2020/4/28,World,75680.0,6823.0,3121471.0,228090.0,549461.0,42930.0,1116086.0,92442.0
2020/4/29,World,77180.0,6960.0,3198651.0,235050.0,545296.0,42840.0,1115664.0,90835.0
2020/4/30,World,83543.0,6051.0,3282194.0,241101.0,544515.0,41880.0,1103722.0,89459.0
2020/5/1,World,88304.0,5479.0,3370498.0,246580.0,548646.0,40415.0,1103912.0,86410.0
2020/5/2,World,79089.0,5831.0,3449587.0,252411.0,545381.0,40383.0,1105846.0,86039.0
2020/5/3,World,74979.0,3849.0,3524566.0,256260.0,549015.0,39977.0,1103863.0,84531.0
2020/5/4,World,77779.0,4590.0,3602345.0,260850.0,556554.0,39583.0,1106092.0,83077.0
2020/5/5,World,80598.0,6117.0,3682943.0,266967.0,561472.0,38877.0,1110933.0,81807.0
2020/5/6,World,90161.0,6880.0,3773104.0,273847.0,574453.0,38797.0,1119749.0,81637.0
2020/5/7,World,88660.0,5687.0,3861764.0,279534.0,579570.0,38433.0,1124085.0,80313.0
2020/5/8,World,90136.0,5915.0,3951900.0,285449.0,581402.0,38869.0,1130048.0,79284.0
2020/5/9,World,85179.0,4603.0,4037079.0,290052.0,587492.0,37641.0,1132873.0,78024.0
2020/5/10,World,74832.0,4015.0,4111911.0,294067.0,587345.0,37807.0,1136360.0,77784.0
2020/5/11,World,76635.0,3929.0,4188546.0,297996.0,586201.0,37146.0,1142755.0,76729.0
2020/5/12,World,84512.0,5903.0,4273058.0,303899.0,590115.0,36932.0,1151587.0,75809.0
2020/5/13,World,85080.0,5482.0,4358138.0,309381.0,585034.0,35534.0,1159487.0,74331.0
2020/5/14,World,96138.0,5567.0,4454276.0,314948.0,592512.0,35414.0,1172082.0,73847.0
2020/5/15,World,95803.0,5640.0,4550079.0,320588.0,598179.0,35139.0,1179581.0,74008.0
2020/5/16,World,94348.0,4557.0,4644427.0,325145.0,607348.0,35093.0,1194840.0,72734.0
2020/5/17,World,78042.0,3572.0,4722469.0,328717.0,610558.0,34650.0,1197903.0,72457.0
2020/5/18,World,89128.0,4157.0,4811597.0,332874.0,623051.0,34878.0,1209252.0,72024.0
2020/5/19,World,96815.0,5133.0,4908412.0,338007.0,635354.0,34108.0,1225469.0,71040.0
2020/5/20,World,102129.0,5195.0,5010541.0,343202.0,652403.0,33821.0,1237437.0,69355.0
2020/5/21,World,106642.0,5082.0,5117183.0,348284.0,662907.0,33336.0,1255419.0,68750.0
2020/5/22,World,106373.0,5682.0,5223556.0,353966.0,673477.0,33378.0,1271656.0,68517.0
2020/5/23,World,104597.0,4306.0,5328153.0,358272.0,683726.0,33127.0,1291074.0,68220.0
2020/5/24,World,94192.0,3477.0,5422345.0,361749.0,699876.0,33032.0,1310434.0,67682.0
2020/5/25,World,86641.0,1617.0,5508986.0,363366.0,697389.0,30492.0,1320440.0,65370.0
2020/5/26,World,93814.0,4664.0,5602800.0,368030.0,694388.0,30023.0,1329742.0,64131.0
2020/5/27,World,102743.0,5395.0,5705543.0,373425.0,695002.0,30223.0,1347405.0,64044.0
2020/5/28,World,119133.0,5011.0,5824676.0,378436.0,707493.0,30152.0,1370400.0,63488.0
2020/5/29,World,120810.0,5155.0,5945486.0,383591.0,721930.0,29625.0,1395407.0,63003.0
2020/5/30,World,136493.0,4385.0,6081979.0,387976.0,753826.0,29704.0,1437552.0,62831.0
2020/5/31,World,106289.0,3159.0,6188268.0,391135.0,765923.0,29386.0,1465799.0,62418.0
2020/6/1,World,96006.0,3505.0,6284274.0,394640.0,775288.0,31274.0,1472677.0,61766.0
2020/6/2,World,121953.0,5204.0,6406227.0,399844.0,803427.0,31814.0,1497815.0,61837.0
2020/6/3,World,114237.0,5840.0,6520464.0,405684.0,814921.0,32259.0,1509923.0,62482.0
2020/6/4,World,130960.0,5431.0,6651424.0,411115.0,826748.0,32679.0,1534241.0,62831.0
2020/6/5,World,131214.0,5060.0,6782638.0,416175.0,837152.0,32584.0,1559082.0,62209.0
2020/6/6,World,133739.0,4215.0,6916377.0,420390.0,834398.0,32414.0,1588224.0,62118.0
2020/6/7,World,112339.0,3186.0,7028716.0,423576.0,840448.0,32441.0,1606371.0,61827.0
2020/6/8,World,102396.0,4165.0,7131112.0,427741.0,846838.0,33101.0,1622126.0,64375.0
2020/6/9,World,125086.0,5215.0,7256198.0,432956.0,849971.0,33112.0,1653398.0,64926.0
2020/6/10,World,135122.0,5474.0,7391320.0,438430.0,870856.0,32746.0,1685777.0,65005.0
2020/6/11,World,138063.0,5066.0,7529383.0,443496.0,877959.0,32381.0,1704707.0,65060.0
2020/6/12,World,128721.0,4807.0,7658104.0,448303.0,875466.0,32128.0,1712618.0,64712.0
2020/6/13,World,135256.0,4461.0,7793360.0,452764.0,876983.0,32374.0,1711381.0,64788.0
2020/6/14,World,132243.0,3643.0,7925603.0,456407.0,896887.0,32831.0,1737335.0,65272.0
2020/6/15,World,119676.0,3839.0,8045279.0,460246.0,914167.0,32505.0,1761005.0,65606.0
2020/6/16,World,142123.0,7137.0,8187402.0,467383.0,931204.0,34427.0,1781175.0,67539.0
2020/6/17,World,143758.0,5556.0,8331160.0,472939.0,939840.0,34509.0,1810696.0,67255.0
2020/6/18,World,141089.0,5311.0,8472249.0,478250.0,942866.0,34754.0,1820825.0,67135.0
2020/6/19,World,179863.0,6386.0,8652112.0,484636.0,994008.0,36333.0,1869474.0,68461.0
2020/6/20,World,157429.0,4517.0,8809541.0,489153.0,1016181.0,36389.0,1893164.0,68763.0
2020/6/21,World,127693.0,4599.0,8937234.0,493752.0,1011631.0,37345.0,1908518.0,70176.0
2020/6/22,World,139369.0,3737.0,9076603.0,497489.0,1031324.0,37243.0,1945491.0,69748.0
2020/6/23,World,166851.0,5573.0,9243454.0,503062.0,1056052.0,35679.0,1987256.0,70106.0
2020/6/24,World,172632.0,5541.0,9416086.0,508603.0,1084926.0,35664.0,2024766.0,70173.0
2020/6/25,World,178338.0,5038.0,9594424.0,513641.0,1122175.0,35391.0,2065041.0,70145.0
2020/6/26,World,191687.0,5084.0,9786111.0,518725.0,1133999.0,34089.0,2128007.0,70422.0
2020/6/27,World,178204.0,4794.0,9964315.0,523519.0,1154774.0,34366.0,2170955.0,70755.0
2020/6/28,World,163933.0,3514.0,10128248.0,527033.0,1191014.0,33281.0,2202645.0,70626.0
2020/6/29,World,155110.0,4027.0,10283358.0,531060.0,1206755.0,33571.0,2238079.0,70814.0
2020/6/30,World,174562.0,5207.0,10457920.0,536267.0,1214466.0,33205.0,2270518.0,68884.0
2020/7/1,World,217615.0,5309.0,10675535.0,541576.0,1259449.0,32973.0,2344375.0,68637.0
2020/7/2,World,209953.0,5423.0,10885488.0,546999.0,1291064.0,33358.0,2413239.0,68749.0
2020/7/3,World,201376.0,5294.0,11086864.0,552293.0,1300753.0,33568.0,2434752.0,67657.0
2020/7/4,World,193811.0,4793.0,11280675.0,557086.0,1316360.0,33567.0,2471134.0,67933.0
2020/7/5,World,183960.0,3829.0,11464635.0,560915.0,1336387.0,33882.0,2527401.0,67163.0
2020/7/6,World,163990.0,4238.0,11628625.0,565153.0,1345267.0,34093.0,2552022.0,67664.0
2020/7/7,World,211416.0,6340.0,11840041.0,571493.0,1382121.0,35226.0,2596587.0,68431.0
2020/7/8,World,214177.0,5629.0,12054218.0,577122.0,1378683.0,35546.0,2638132.0,68519.0
